Fiscal _Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype,Return_To_Prison,Recidivism_Type
2013.0,2016.0,4.0,0.0,11.0,11.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,5.0,4.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,745.0,5.0,7.0,2.0,3.0,2.0,4.0,4.0,10.0,19.0,1.0,0.0
2013.0,2016.0,3.0,0.0,1.0,7.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,1.0,7.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,385.0,5.0,7.0,2.0,3.0,0.0,23.0,2.0,2.0,6.0,1.0,0.0
2013.0,2016.0,4.0,0.0,5.0,11.0,1.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,586.0,5.0,11.0,2.0,4.0,0.0,5.0,5.0,2.0,6.0,1.0,0.0
2013.0,2016.0,3.0,514.0,5.0,11.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,5.0,0.0,11.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,8.0,7.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,11.0,2.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,5.0,0.0,5.0,11.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,11.0,10.0,2.0,1.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,10.0,11.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,10.0,11.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,1.0,11.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,1.0,11.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,11.0,2.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,5.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,5.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,5.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,5.0,7.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,357.0,5.0,11.0,2.0,2.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,3.0,0.0,1.0,11.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,415.0,5.0,11.0,1.0,4.0,2.0,7.0,5.0,6.0,21.0,1.0,0.0
2013.0,2016.0,2.0,0.0,5.0,11.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,382.0,5.0,11.0,2.0,3.0,2.0,21.0,2.0,10.0,4.0,1.0,0.0
2013.0,2016.0,1.0,917.0,5.0,7.0,2.0,3.0,4.0,16.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,5.0,0.0,5.0,7.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,302.0,7.0,11.0,2.0,4.0,0.0,23.0,2.0,10.0,4.0,1.0,0.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2014.0,2017.0,2.0,0.0,0.0,7.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,10.0,11.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,10.0,11.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,857.0,11.0,11.0,2.0,3.0,4.0,17.0,2.0,7.0,15.0,1.0,0.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,141.0,5.0,11.0,2.0,4.0,2.0,4.0,12.0,7.0,7.0,1.0,0.0
2013.0,2016.0,1.0,0.0,1.0,11.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,1.0,11.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,6.0,11.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,331.0,5.0,11.0,1.0,4.0,3.0,10.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,1.0,0.0,1.0,7.0,2.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,1.0,7.0,2.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,1.0,7.0,2.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,583.0,11.0,11.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,3.0,1014.0,5.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,0.0,5.0,11.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,1.0,7.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,1.0,7.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,453.0,5.0,11.0,2.0,3.0,0.0,23.0,5.0,2.0,6.0,1.0,0.0
2013.0,2016.0,3.0,1074.0,5.0,7.0,2.0,3.0,0.0,23.0,5.0,7.0,11.0,1.0,0.0
2013.0,2016.0,2.0,202.0,5.0,11.0,2.0,6.0,1.0,11.0,3.0,5.0,12.0,1.0,0.0
2013.0,2016.0,4.0,277.0,5.0,11.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,292.0,5.0,11.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,463.0,5.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,0.0,5.0,7.0,2.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,7.0,2.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,1.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,1.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,151.0,5.0,11.0,1.0,4.0,0.0,12.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,1.0,446.0,1.0,11.0,2.0,3.0,2.0,4.0,2.0,6.0,8.0,1.0,0.0
2013.0,2016.0,1.0,187.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,2.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2014.0,2017.0,2.0,0.0,0.0,7.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,11.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,5.0,0.0,5.0,11.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,5.0,0.0,5.0,11.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,7.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,261.0,5.0,11.0,1.0,3.0,2.0,21.0,12.0,7.0,7.0,1.0,0.0
2013.0,2016.0,2.0,350.0,5.0,7.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,1.0,0.0,5.0,11.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,1019.0,1.0,10.0,2.0,4.0,3.0,25.0,2.0,6.0,21.0,1.0,0.0
2013.0,2016.0,3.0,154.0,5.0,7.0,1.0,6.0,1.0,11.0,7.0,5.0,12.0,1.0,0.0
2013.0,2016.0,5.0,0.0,5.0,7.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,5.0,0.0,5.0,7.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,967.0,1.0,11.0,2.0,3.0,0.0,23.0,4.0,10.0,16.0,1.0,0.0
2013.0,2016.0,2.0,254.0,11.0,11.0,2.0,4.0,4.0,17.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,753.0,5.0,11.0,2.0,4.0,1.0,14.0,2.0,6.0,21.0,1.0,0.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,994.0,5.0,11.0,2.0,2.0,0.0,23.0,12.0,10.0,4.0,1.0,0.0
2013.0,2016.0,2.0,0.0,5.0,10.0,1.0,1.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,183.0,5.0,11.0,2.0,3.0,4.0,16.0,2.0,6.0,8.0,1.0,0.0
2013.0,2016.0,4.0,0.0,5.0,7.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,415.0,1.0,7.0,2.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,474.0,1.0,7.0,2.0,4.0,1.0,11.0,5.0,7.0,15.0,1.0,0.0
2013.0,2016.0,4.0,543.0,5.0,11.0,2.0,4.0,0.0,5.0,5.0,2.0,6.0,1.0,0.0
2013.0,2016.0,5.0,0.0,1.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,739.0,1.0,2.0,2.0,4.0,3.0,10.0,7.0,5.0,12.0,1.0,0.0
2013.0,2016.0,2.0,253.0,5.0,11.0,1.0,3.0,4.0,14.0,12.0,7.0,7.0,1.0,0.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,1.0,11.0,2.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,1.0,11.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,727.0,5.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,1.0,0.0,5.0,7.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,952.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,0.0,5.0,7.0,2.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,11.0,1.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,8.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,224.0,1.0,11.0,2.0,4.0,2.0,7.0,2.0,6.0,8.0,1.0,0.0
2013.0,2016.0,5.0,0.0,5.0,11.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,5.0,0.0,5.0,11.0,2.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,11.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,711.0,5.0,7.0,2.0,3.0,0.0,23.0,2.0,2.0,6.0,1.0,0.0
2013.0,2016.0,2.0,288.0,1.0,7.0,2.0,1.0,4.0,3.0,2.0,10.0,4.0,1.0,0.0
2013.0,2016.0,4.0,313.0,5.0,7.0,2.0,3.0,2.0,4.0,5.0,6.0,5.0,1.0,0.0
2013.0,2016.0,3.0,473.0,5.0,7.0,1.0,3.0,2.0,21.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,357.0,1.0,11.0,2.0,1.0,4.0,3.0,5.0,10.0,4.0,1.0,0.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,532.0,1.0,11.0,2.0,3.0,2.0,21.0,2.0,6.0,8.0,1.0,0.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,0.0,5.0,7.0,2.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,11.0,2.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,7.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,5.0,0.0,5.0,7.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,5.0,0.0,11.0,11.0,2.0,1.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,1023.0,1.0,2.0,2.0,3.0,4.0,3.0,5.0,6.0,5.0,1.0,0.0
2013.0,2016.0,2.0,395.0,5.0,7.0,2.0,1.0,0.0,5.0,4.0,10.0,19.0,1.0,0.0
2013.0,2016.0,1.0,0.0,7.0,7.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,472.0,5.0,7.0,2.0,4.0,4.0,3.0,5.0,7.0,11.0,1.0,0.0
2013.0,2016.0,2.0,649.0,5.0,11.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,0.0,8.0,11.0,2.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2014.0,2017.0,2.0,0.0,0.0,7.0,2.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,151.0,5.0,7.0,2.0,3.0,2.0,21.0,5.0,6.0,5.0,1.0,0.0
2013.0,2016.0,2.0,105.0,8.0,11.0,2.0,1.0,2.0,21.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,1.0,0.0,1.0,10.0,2.0,4.0,3.0,25.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,566.0,5.0,7.0,2.0,2.0,1.0,11.0,5.0,2.0,6.0,1.0,0.0
2013.0,2016.0,3.0,996.0,5.0,11.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,5.0,0.0,11.0,11.0,2.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,488.0,7.0,11.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,3.0,0.0,5.0,7.0,2.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,0.0,5.0,7.0,2.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,1.0,11.0,2.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,1.0,11.0,2.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,1.0,11.0,2.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,7.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,182.0,5.0,11.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,3.0,0.0,5.0,7.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,811.0,5.0,2.0,2.0,3.0,0.0,23.0,4.0,2.0,23.0,1.0,0.0
2013.0,2016.0,3.0,0.0,10.0,11.0,2.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,4.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,7.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,7.0,2.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,7.0,2.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,7.0,2.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,815.0,5.0,11.0,2.0,2.0,0.0,23.0,7.0,2.0,23.0,1.0,0.0
2013.0,2016.0,5.0,344.0,5.0,7.0,2.0,4.0,2.0,4.0,2.0,6.0,21.0,1.0,0.0
2013.0,2016.0,2.0,0.0,1.0,7.0,1.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,1.0,111.0,5.0,11.0,1.0,4.0,0.0,12.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,0.0,1.0,11.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,188.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,10.0,4.0,1.0,0.0
2013.0,2016.0,4.0,0.0,5.0,11.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,174.0,5.0,11.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,4.0,0.0,10.0,7.0,2.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,133.0,5.0,11.0,2.0,3.0,0.0,23.0,2.0,10.0,4.0,1.0,0.0
2013.0,2016.0,2.0,0.0,5.0,7.0,1.0,1.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,287.0,5.0,11.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,2.0,61.0,5.0,11.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,4.0,0.0,5.0,10.0,1.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,567.0,5.0,7.0,2.0,6.0,1.0,11.0,7.0,5.0,12.0,1.0,0.0
2013.0,2016.0,1.0,0.0,5.0,11.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,4.0,0.0,5.0,11.0,2.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,817.0,1.0,11.0,2.0,4.0,2.0,21.0,5.0,6.0,21.0,1.0,0.0
2013.0,2016.0,3.0,216.0,5.0,7.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,2.0
2013.0,2016.0,3.0,440.0,5.0,7.0,2.0,3.0,0.0,23.0,12.0,7.0,7.0,1.0,0.0
2013.0,2016.0,3.0,765.0,1.0,11.0,1.0,4.0,2.0,24.0,5.0,6.0,21.0,1.0,0.0
2013.0,2016.0,1.0,0.0,5.0,11.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,2.0,0.0,5.0,11.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
2013.0,2016.0,3.0,553.0,7.0,11.0,1.0,4.0,3.0,10.0,0.0,0.0,0.0,1.0,2.0
